"",".model_id",".model_desc",".type","mae","mape","mase","smape","rmse","rsq","cod_regsaud"
"326",1,"PROPHET","Test",17.4474237492469,5.99300820297165,0.696685323320622,6.04037166096989,20.5432944904527,0.531719086116396,"35141"
"327",1,"PROPHET","Test",16.9627773140307,7.30200423661661,0.806082393022119,7.14761673524912,20.4764416100504,0.357196432859894,"35142"
"328",1,"PROPHET","Test",11.6336711308346,7.04183321284917,0.863143341965145,6.80632832143896,14.3905505303455,0.467156768762489,"35143"
"329",1,"PROPHET","Test",14.5592415087772,5.94645209796022,0.68061494858105,5.79754477000702,17.2293981056487,0.610881578784766,"35151"
"330",2,"XGBOOST","Test",7.2843697865804,18.5879471215341,1.06713697510414,16.7152943166439,8.73983622209169,NA,"35152"
"331",1,"PROPHET","Test",9.41610930031588,11.713251561314,0.636972099727251,11.0254682946638,11.8524353072764,0.268768728439529,"35153"
"332",1,"PROPHET","Test",9.28753898701572,9.90710880066486,0.890055819589006,9.38724033515392,11.4334819993288,0.191083591476316,"35154"
"333",1,"PROPHET","Test",48.016385329619,7.27754640296078,1.4286893435721,6.9643803955488,52.6061893532197,0.842943779989606,"35155"
"334",1,"PROPHET","Test",13.0783215823453,14.7148693320376,0.957966230553953,13.5408061964864,14.9814952365174,0.147725656693733,"35156"
"335",1,"PROPHET","Test",10.9057645524498,6.70279671038511,0.676098611068315,6.42288116940028,13.7288054983019,0.580419462135754,"35157"
"336",1,"PROPHET","Test",32.6738827671912,6.37207359160284,0.68944890242697,6.55070041311454,38.5092917580894,0.537352460257783,"35161"
"337",2,"XGBOOST","Test",21.6783447265625,6.91673226806778,1.11047200158338,7.24567273217279,26.2516924918686,NA,"35162"
"338",1,"PROPHET","Test",57.8877210301458,3.31920646757057,0.580391274495795,3.33233677047901,71.6271389179784,0.787480114556744,"35163"
"339",1,"PROPHET","Test",38.41507563968,3.79610276949839,0.556039483771328,3.73790156226493,50.5405901538645,0.691560840094112,"35171"
"340",1,"PROPHET","Test",23.7364038808792,5.82209296859488,0.722139271508228,5.58964058335317,28.1289264695696,0.775627126394224,"35172"
"341",1,"PROPHET","Test",23.6077883161882,6.66374949562677,0.714446225358327,6.27533348224888,31.4830263225039,0.623316100729935,"35173"
"342",1,"PROPHET","Test",25.5368812282852,4.4135324799054,0.562055759091445,4.32993708224789,29.3644273099138,0.769551105535825,"35174"
"343",1,"PROPHET","Test",25.6263309144394,8.447214634008,0.85794120965372,7.90178306180773,31.8220870468488,0.628708354456108,"41001"
"344",1,"PROPHET","Test",102.118328336187,3.02575418502904,0.536973377167879,3.05865335059967,113.422530304063,0.815073752554612,"41002"
"345",1,"PROPHET","Test",23.7917947183195,3.37051922835172,0.541793345070642,3.36330793138778,29.8180544331543,0.714341375369786,"41003"
"346",1,"PROPHET","Test",10.6836543594822,6.24777878363024,0.476209399744361,6.02912229802877,14.1757625468638,0.224486813216558,"41004"
"347",1,"PROPHET","Test",29.2973737907673,5.68190723916872,0.686191035832636,5.46203634949331,35.3279357661048,0.564478320335875,"41005"
"348",2,"XGBOOST","Test",13.3012568155924,7.4687364035562,0.831328550974528,7.49240067396498,16.4190336233002,NA,"41006"
"349",1,"PROPHET","Test",20.0212277814921,6.24282437318273,0.732095769434529,5.94784928867554,27.1829016228314,0.180185998402835,"41007"
"350",1,"PROPHET","Test",16.7398788645565,4.24516511222373,0.587812540282138,4.19078581547821,21.4548262602366,0.640959696028891,"41008"
"351",1,"PROPHET","Test",26.5573846790799,5.4187877915614,0.598256461918548,5.20092166099464,34.111149643391,0.70863518941698,"41009"
"352",1,"PROPHET","Test",34.0282163616111,5.48950455033338,0.602501136502737,5.28421159706197,40.4207618141777,0.737893961005602,"41010"
